"ROADID","Dir","i","j","AUTO","SUT","MUT","SPEED","LENGTH","num_lanes","FCLASS","zone","County","waterf","noisef"
9869,-1,41379,39272,3475.257511,0.000000,29.489110,43.998940,0.215818,2,3,180506,LAWRENCE,1,1
9870,1,41383,41357,4768.043468,0.000000,60.846707,43.996096,0.030743,2,3,180608,LAWRENCE,1,1
9870,-1,41357,41383,3258.805496,0.000000,28.946670,3.209383,0.030743,2,3,180608,LAWRENCE,1,1
9871,1,38569,38570,9152.784677,0.000000,1395.648364,55.840153,0.535938,2,3,180459,LAWRENCE,1,1
9871,-1,38570,38569,8881.753662,0.000000,1005.043256,27.405867,0.535938,2,3,180459,LAWRENCE,1,1
9872,1,38620,38616,9255.754898,0.000000,1457.268284,55.826990,1.177567,2,3,180385,LAWRENCE,1,1
9872,-1,38616,38620,9412.385480,0.000000,1055.898797,55.866547,1.177567,2,3,180385,LAWRENCE,1,1
9873,1,38616,38617,9255.754898,0.000000,1457.268284,37.721447,1.160652,2,3,180385,LAWRENCE,1,1
9873,-1,38617,38616,9412.385480,0.000000,1055.898797,55.866546,1.160652,2,3,180385,LAWRENCE,1,1
9874,1,38617,38627,9255.754898,0.000000,1457.268284,55.826992,0.144673,2,3,180385,LAWRENCE,1,1
9874,-1,38627,38617,9412.385480,0.000000,1055.898797,11.517249,0.144673,2,3,180385,LAWRENCE,1,1
9875,1,39996,39990,915.548951,0.000000,10.455838,47.999777,0.210076,1,5,180511,MONROE,1,1
9875,-1,39990,39996,1223.186686,0.000000,12.048432,47.999297,0.210076,1,5,180511,MONROE,1,1
9876,1,39990,39991,915.548951,0.000000,10.455838,47.999779,0.187993,1,5,180511,MONROE,1,1
9876,-1,39991,39990,1223.186686,0.000000,12.048432,47.999298,0.187993,1,5,180511,MONROE,1,1
9877,1,39991,39983,915.548951,0.000000,10.455838,47.999778,0.189416,1,5,180511,MONROE,1,1
9877,-1,39983,39991,1223.186686,0.000000,12.048432,47.999301,0.189416,1,5,180511,MONROE,1,1
9878,1,39983,39984,915.548951,0.000000,10.455838,47.999776,0.214634,1,5,180511,MONROE,1,1
9878,-1,39984,39983,1223.186686,0.000000,12.048432,47.999296,0.214634,1,5,180511,MONROE,1,1
9879,1,39720,39729,681.623446,0.000000,23.572740,47.999912,0.264387,1,5,180557,LAWRENCE,1,1
9879,-1,39729,39720,535.661515,0.000000,45.381203,47.999951,0.264387,1,5,180557,LAWRENCE,1,1
9880,1,39868,39859,693.741531,0.000000,31.891250,47.999899,2.025470,1,5,180557,LAWRENCE,1,1
9880,-1,39859,39868,552.061932,0.000000,52.036886,47.999940,2.025470,1,5,180557,LAWRENCE,1,1
9881,1,39859,39860,693.741531,0.000000,31.891250,47.999900,0.504696,1,5,180567,LAWRENCE,1,1
9881,-1,39860,39859,552.061932,0.000000,52.036886,47.999941,0.504696,1,5,180567,LAWRENCE,1,1
9882,1,39883,39881,1069.529322,0.000000,33.842420,47.999500,0.263900,1,5,180572,LAWRENCE,1,1
9882,-1,39881,39883,937.156659,0.000000,54.254036,47.999630,0.263900,1,5,180572,LAWRENCE,1,1
9897,1,36094,36096,863.738576,0.000000,23.199207,47.999797,0.850823,1,5,180463,MARTIN,1,1
9897,-1,36096,36094,789.261062,0.000000,45.302115,47.999818,0.850823,1,5,180463,MARTIN,1,1
9898,1,36092,990290,863.738576,0.000000,23.199207,47.999800,0.575385,1,5,180463,MARTIN,1,1
9898,-1,990290,36092,789.261062,0.000000,45.302115,47.999816,0.575385,1,5,180463,MARTIN,1,1
9899,1,36093,36105,863.738576,0.000000,23.199207,47.999793,0.195206,1,5,180480,MARTIN,1,1
9899,-1,36105,36093,789.261062,0.000000,45.302115,47.999814,0.195206,1,5,180480,MARTIN,1,1
9900,1,36088,35660,753.116012,0.000000,23.199207,47.999874,1.697195,1,5,180388,MARTIN,1,1
9900,-1,35660,36088,680.000089,0.000000,45.302115,47.999890,1.697195,1,5,180388,MARTIN,1,1
9901,1,28438,36352,826.809730,0.000000,3.627879,46.999942,0.327740,1,4,180384,LAWRENCE,1,1
9901,-1,36352,28438,682.480685,0.000000,5.177093,20.330716,0.327740,1,4,180384,LAWRENCE,1,1
9902,1,36352,36353,826.809730,0.000000,3.627879,46.999943,0.327746,1,4,180384,LAWRENCE,1,1
9902,-1,36353,36352,682.480685,0.000000,5.177093,46.999973,0.327746,1,4,180384,LAWRENCE,1,1
9903,1,36353,36354,826.809730,0.000000,3.627879,46.999943,0.327739,1,4,180384,LAWRENCE,1,1
9903,-1,36354,36353,682.480685,0.000000,5.177093,46.999974,0.327739,1,4,180384,LAWRENCE,1,1
9904,1,36354,28440,826.809730,0.000000,3.627879,20.330500,0.327734,1,4,180384,LAWRENCE,1,1
9904,-1,28440,36354,682.480685,0.000000,5.177093,46.999972,0.327734,1,4,180384,LAWRENCE,1,1
9911,1,41329,41322,808.749285,0.000000,22.219920,37.999877,0.841318,1,5,180745,MONROE,1,1
9911,-1,41322,41329,750.526348,0.000000,3.063620,37.999928,0.841318,1,5,180745,MONROE,1,1
9912,1,41523,41524,1465.985996,0.000000,25.511254,37.998772,0.904121,1,5,180589,MONROE,1,1
9912,-1,41524,41523,1436.541337,0.000000,6.355363,37.998994,0.904121,1,5,180589,MONROE,1,1
9913,1,41321,41573,2063.275864,0.000000,25.377028,37.995395,3.632231,1,5,180589,MONROE,1,1
9913,-1,41573,41321,2036.790466,0.000000,7.432127,37.995969,3.632231,1,5,180589,MONROE,1,1
9914,1,41573,41574,2063.275864,0.000000,25.377028,37.995397,2.180715,1,5,180589,MONROE,1,1
9914,-1,41574,41573,2036.790466,0.000000,7.432127,37.995971,2.180715,1,5,180589,MONROE,1,1
9931,1,38346,38349,624.551035,0.000000,478.244578,47.997213,0.206655,1,5,180657,ORANGE,1,1
9931,-1,38349,38346,538.058469,0.000000,68.283975,47.999937,0.206655,1,5,180657,ORANGE,1,1
9932,1,38349,38350,624.551035,0.000000,478.244578,47.997210,0.237739,1,5,180684,ORANGE,1,1
9932,-1,38350,38349,538.058469,0.000000,68.283975,47.999930,0.237739,1,5,180684,ORANGE,1,1
9933,1,38350,38285,624.551035,0.000000,478.244578,47.997210,0.243505,1,5,180684,ORANGE,1,1
9933,-1,38285,38350,538.058469,0.000000,68.283975,47.999927,0.243505,1,5,180684,ORANGE,1,1
9934,1,38285,38286,624.551035,0.000000,478.244578,47.997214,0.243990,1,5,180657,ORANGE,1,1
9934,-1,38286,38285,538.058469,0.000000,68.283975,47.999930,0.243990,1,5,180657,ORANGE,1,1
9935,1,38522,38523,3639.900983,0.000000,925.358014,50.887660,1.826032,1,3,180711,ORANGE,1,1
9935,-1,38523,38522,3703.892102,0.000000,567.400719,50.937129,1.826032,1,3,180711,ORANGE,1,1
9936,1,38523,38539,3639.900983,0.000000,925.358014,50.887663,0.462251,1,3,180654,ORANGE,1,1
9936,-1,38539,38523,3703.892102,0.000000,567.400719,50.937130,0.462251,1,3,180654,ORANGE,1,1
9937,1,38520,38541,3375.734541,0.000000,922.251047,50.907072,1.908644,1,3,180461,ORANGE,1,1
9937,-1,38541,38520,3446.038691,0.000000,565.402402,50.949185,1.908644,1,3,180461,ORANGE,1,1
9938,1,38541,38548,3375.734541,0.000000,922.251047,40.387810,1.860812,1,3,180489,ORANGE,1,1
9938,-1,38548,38541,3446.038691,0.000000,565.402402,50.949184,1.860812,1,3,180489,ORANGE,1,1
9943,1,35665,36315,7169.190312,0.000000,152.467249,45.722672,0.056005,1,3,181023,ORANGE,1,1
9943,-1,36315,35665,7024.761511,0.000000,263.344039,5.415199,0.056005,1,3,181023,ORANGE,1,1
9944,1,36312,36307,8104.085185,0.000000,255.959354,45.505513,0.478915,1,3,181023,ORANGE,1,1
9944,-1,36307,36312,8403.819901,0.000000,333.225159,45.387667,0.478915,1,3,181023,ORANGE,1,1
9945,1,36307,36308,8104.085185,0.000000,255.959354,45.505515,0.477705,1,3,181023,ORANGE,1,1
9945,-1,36308,36307,8403.819901,0.000000,333.225159,45.387671,0.477705,1,3,181023,ORANGE,1,1
9946,1,36308,36306,8104.085185,0.000000,255.959354,45.505515,0.228051,1,3,181023,ORANGE,1,1
9946,-1,36306,36308,8403.819901,0.000000,333.225159,45.387667,0.228051,1,3,181023,ORANGE,1,1
9949,1,35649,35642,7.554207,0.000000,0.000000,39.000000,0.281901,1,6,181446,PERRY,1,1
9949,-1,35642,35649,8.932497,0.000000,0.000000,39.000000,0.281901,1,6,181446,PERRY,1,1
9950,1,35642,35643,7.554207,0.000000,0.000000,39.000002,0.284309,1,6,181446,PERRY,1,1
9950,-1,35643,35642,8.932497,0.000000,0.000000,39.000002,0.284309,1,6,181446,PERRY,1,1
9951,1,35643,35651,7.554207,0.000000,0.000000,38.999999,0.277015,1,6,181446,PERRY,1,1
9951,-1,35651,35643,8.932497,0.000000,0.000000,38.999999,0.277015,1,6,181446,PERRY,1,1
9952,1,35651,34009,7.554207,0.000000,0.000000,39.000002,0.285888,1,6,181446,PERRY,1,1
9952,-1,34009,35651,8.932497,0.000000,0.000000,39.000002,0.285888,1,6,181446,PERRY,1,1
9953,1,29526,29527,722.565783,0.000000,28.785988,47.999889,1.345976,1,5,181244,WARRICK,1,1
9953,-1,29527,29526,575.012268,0.000000,29.549862,47.999950,1.345976,1,5,181244,WARRICK,1,1
9954,1,29527,32463,722.565783,0.000000,28.785988,47.999884,1.545644,1,5,181240,PIKE,1,1
9954,-1,32463,29527,575.012268,0.000000,29.549862,47.999947,1.545644,1,5,181240,PIKE,1,1
9955,1,32463,32464,722.565783,0.000000,28.785988,47.999890,0.807350,1,5,180935,PIKE,1,1
9955,-1,32464,32463,575.012268,0.000000,29.549862,47.999953,0.807350,1,5,180935,PIKE,1,1
9956,1,32467,28623,756.504465,0.000000,29.416212,47.999866,0.426496,1,5,181240,PIKE,1,1
9956,-1,28623,32467,620.148734,0.000000,30.197588,47.999936,0.426496,1,5,181240,PIKE,1,1
9957,1,33252,33259,1007.685777,0.000000,51.778952,42.999582,0.350022,1,5,180941,PIKE,1,1
9957,-1,33259,33252,967.098899,0.000000,47.843415,42.999652,0.350022,1,5,180941,PIKE,1,1
9958,1,33259,33243,1007.685777,0.000000,51.778952,42.999580,0.375016,1,5,180941,PIKE,1,1
9958,-1,33243,33259,967.098899,0.000000,47.843415,42.999653,0.375016,1,5,180941,PIKE,1,1
9959,1,33243,33244,1007.685777,0.000000,51.778952,42.999582,0.389535,1,5,180941,PIKE,1,1
9959,-1,33244,33243,967.098899,0.000000,47.843415,42.999652,0.389535,1,5,180941,PIKE,1,1
9960,1,33244,32586,1007.685777,0.000000,51.778952,42.999584,0.387459,1,5,180940,PIKE,1,1
9960,-1,32586,33244,967.098899,0.000000,47.843415,42.999651,0.387459,1,5,180940,PIKE,1,1
9961,1,28550,28551,20.983890,0.000000,0.000000,48.000000,0.546537,1,5,181239,PIKE,1,1
9961,-1,28551,28550,60.856254,0.000000,0.000000,26.502112,0.546537,1,5,181239,PIKE,1,1
9962,1,33329,33330,111.039253,0.000000,0.000000,48.000000,1.075979,1,5,181239,PIKE,1,1
9962,-1,33330,33329,144.815909,0.000000,0.000000,48.000000,1.075979,1,5,181239,PIKE,1,1
9963,1,33330,33320,111.039253,0.000000,0.000000,47.999999,1.015167,1,5,181239,PIKE,1,1
9963,-1,33320,33330,144.815909,0.000000,0.000000,47.999999,1.015167,1,5,181239,PIKE,1,1
9964,1,33320,33321,111.039253,0.000000,0.000000,48.000000,0.974271,1,5,181239,PIKE,1,1
9964,-1,33321,33320,144.815909,0.000000,0.000000,48.000000,0.974271,1,5,181239,PIKE,1,1
10033,1,31555,31946,4423.567526,0.000000,293.508616,41.929485,0.326931,1,4,181148,SPENCER,1,1
10033,-1,31946,31555,4710.768203,0.000000,261.828361,41.917129,0.326931,1,4,181148,SPENCER,1,1
10034,1,31937,31938,4945.423049,0.000000,292.882335,41.896264,0.653973,1,4,181148,SPENCER,1,1
10034,-1,31938,31937,5286.837279,0.000000,260.191452,41.875578,0.653973,1,4,181148,SPENCER,1,1
10035,1,31214,31508,800.343292,0.000000,4.708702,47.999877,0.254905,1,5,181357,SPENCER,1,1
10035,-1,31508,31214,802.883383,0.000000,7.640780,17.523141,0.254905,1,5,181357,SPENCER,1,1
10036,1,31508,31475,800.343292,0.000000,4.708702,47.999873,0.254946,1,5,181357,SPENCER,1,1
10036,-1,31475,31508,802.883383,0.000000,7.640780,47.999869,0.254946,1,5,181357,SPENCER,1,1
10037,1,31475,31476,800.343292,0.000000,4.708702,47.999874,0.254894,1,5,181357,SPENCER,1,1
10037,-1,31476,31475,802.883383,0.000000,7.640780,47.999870,0.254894,1,5,181357,SPENCER,1,1
10038,1,31476,31222,800.343292,0.000000,4.708702,47.999872,0.254901,1,5,181357,SPENCER,1,1
10038,-1,31222,31476,802.883383,0.000000,7.640780,47.999868,0.254901,1,5,181357,SPENCER,1,1
10039,1,31216,31551,236.729307,0.000000,2.434821,48.000003,0.201399,1,5,181242,SPENCER,1,1
10039,-1,31551,31216,469.676222,0.000000,7.554387,47.999986,0.201399,1,5,181242,SPENCER,1,1
10040,1,31551,31547,236.729307,0.000000,2.434821,48.000003,0.200074,1,5,181242,SPENCER,1,1
10040,-1,31547,31551,469.676222,0.000000,7.554387,47.999986,0.200074,1,5,181242,SPENCER,1,1
10041,1,34655,34656,421.525795,0.000000,1.806533,47.999986,0.409028,1,5,181375,SPENCER,1,1
10041,-1,34656,34655,482.810331,0.000000,2.065472,23.033915,0.409028,1,5,181375,SPENCER,1,1
10042,1,34651,34652,421.502645,0.000000,1.806533,47.999991,0.659077,1,5,181383,SPENCER,1,1
10042,-1,34652,34651,482.787185,0.000000,2.065472,47.999984,0.659077,1,5,181383,SPENCER,1,1
10043,1,34652,34647,421.502645,0.000000,1.806533,47.999988,0.328332,1,5,181383,SPENCER,1,1
10043,-1,34647,34652,482.787185,0.000000,2.065472,47.999981,0.328332,1,5,181383,SPENCER,1,1
10044,1,34670,34668,708.613170,0.000000,7.002437,47.999920,0.689225,1,5,181383,SPENCER,1,1
10044,-1,34668,34670,788.447242,0.000000,7.260672,47.999880,0.689225,1,5,181383,SPENCER,1,1
10124,1,30806,31001,546.510480,0.000000,17.711322,50.999990,0.132165,1,3,181255,WARRICK,1,1
10124,-1,31001,30806,444.460543,0.000000,17.655304,50.999995,0.132165,1,3,181255,WARRICK,1,1
10125,1,31001,31002,546.510480,0.000000,17.711322,50.999993,0.134366,1,3,181255,WARRICK,1,1
10125,-1,31002,31001,444.460543,0.000000,17.655304,50.999998,0.134366,1,3,181255,WARRICK,1,1
10126,1,31002,30899,546.510480,0.000000,17.711322,50.999991,0.134275,1,3,181255,WARRICK,1,1
10126,-1,30899,31002,444.460543,0.000000,17.655304,50.999996,0.134275,1,3,181255,WARRICK,1,1
10127,1,30899,30897,546.510480,0.000000,17.711322,11.040617,0.133910,1,3,181255,WARRICK,1,1
10127,-1,30897,30899,444.460543,0.000000,17.655304,50.999993,0.133910,1,3,181255,WARRICK,1,1
10128,1,31498,31477,5500.340012,0.000000,350.138656,50.845583,0.512199,1,3,181360,SPENCER,1,1
10128,-1,31477,31498,5396.707585,0.000000,385.690095,50.847389,0.512199,1,3,181360,SPENCER,1,1
10129,1,31477,31478,5500.340012,0.000000,350.138656,26.042429,0.508876,1,3,181360,SPENCER,1,1
10129,-1,31478,31477,5396.707585,0.000000,385.690095,50.847389,0.508876,1,3,181360,SPENCER,1,1
10130,1,31478,31506,5500.340012,0.000000,350.138656,50.845586,0.508868,1,3,181360,SPENCER,1,1
10130,-1,31506,31478,5396.707585,0.000000,385.690095,26.043163,0.508868,1,3,181360,SPENCER,1,1
10131,1,31506,31214,5500.340012,0.000000,350.138656,26.055067,0.509383,1,3,181360,SPENCER,1,1
10131,-1,31214,31506,5396.707585,0.000000,385.690095,50.847391,0.509383,1,3,181360,SPENCER,1,1
10193,1,39898,39899,3889.797508,0.000000,45.617280,33.998676,0.086479,2,3,180573,LAWRENCE,1,1
10193,-1,39899,39898,3770.979568,0.000000,64.516886,33.980339,0.086479,1,3,180573,LAWRENCE,1,1
10194,1,39899,39855,3889.797508,0.000000,45.617280,8.207823,0.086460,2,3,180500,LAWRENCE,1,1
10194,-1,39855,39899,3770.979568,0.000000,64.516886,33.980338,0.086460,1,3,180500,LAWRENCE,1,1
10199,1,36316,36309,6919.969929,0.000000,318.395716,41.646647,0.268402,1,4,180485,ORANGE,1,1
10199,-1,36309,36316,7210.097606,0.000000,376.406374,17.597814,0.268402,1,4,180485,ORANGE,1,1
10200,1,36309,36310,6919.969929,0.000000,318.395716,41.646648,0.138318,1,4,180485,ORANGE,1,1
10200,-1,36310,36309,7210.097606,0.000000,376.406374,41.561788,0.138318,1,4,180485,ORANGE,1,1
10201,1,36318,36319,6919.969929,0.000000,318.395716,41.646646,0.068462,1,4,180485,ORANGE,1,1
10201,-1,36319,36318,7210.097606,0.000000,376.406374,41.561785,0.068462,1,4,180485,ORANGE,1,1
10202,1,36317,36304,6797.932152,0.000000,322.094092,41.666863,0.274975,1,4,180485,ORANGE,1,1
10202,-1,36304,36317,7080.869751,0.000000,380.105135,41.586986,0.274975,1,4,180485,ORANGE,1,1
10209,1,34877,34878,34.216432,0.000000,0.000000,39.000000,0.140551,1,7,181426,SPENCER,1,1
10209,-1,34878,34877,38.639329,0.000000,0.000000,39.000000,0.140551,1,7,181426,SPENCER,1,1
10210,1,34878,34934,34.216432,0.000000,0.000000,38.999999,0.139487,1,7,181426,SPENCER,1,1
10210,-1,34934,34878,38.639329,0.000000,0.000000,38.999999,0.139487,1,7,181426,SPENCER,1,1
10211,1,34934,34935,34.216432,0.000000,0.000000,39.000001,0.138778,1,7,181426,SPENCER,1,1
10211,-1,34935,34934,38.639329,0.000000,0.000000,39.000001,0.138778,1,7,181426,SPENCER,1,1
10212,1,34935,34930,34.216432,0.000000,0.000000,38.999998,0.140680,1,7,181426,SPENCER,1,1
10212,-1,34930,34935,38.639329,0.000000,0.000000,38.999998,0.140680,1,7,181426,SPENCER,1,1
10301,1,35596,35652,355.622639,0.000000,3.322750,47.999992,1.499220,1,5,181442,CRAWFORD,1,1
10301,-1,35652,35596,252.421857,0.000000,0.753890,47.999998,1.499220,1,5,181442,CRAWFORD,1,1
10302,1,35652,35653,355.622639,0.000000,3.322750,47.999994,1.501852,1,5,181442,CRAWFORD,1,1
10302,-1,35653,35652,252.421857,0.000000,0.753890,48.000000,1.501852,1,5,181442,CRAWFORD,1,1
10303,1,35653,34047,355.622639,0.000000,3.322750,47.999995,0.757932,1,5,181442,CRAWFORD,1,1
10303,-1,34047,35653,252.421857,0.000000,0.753890,48.000001,0.757932,1,5,181442,CRAWFORD,1,1
10304,1,36863,36864,457.304392,0.000000,2.635855,47.999988,1.502426,1,5,181442,CRAWFORD,1,1
10304,-1,36864,36863,347.347611,0.000000,0.066894,47.999997,1.502426,1,5,181442,CRAWFORD,1,1
10309,1,34953,34967,6770.297258,0.000000,1727.873421,71.906273,0.767721,2,1,181413,DUBOIS,1,1
10310,1,34967,34596,6770.297258,0.000000,1727.873421,71.906271,0.779404,2,1,181413,DUBOIS,1,1
10311,1,36143,36144,929.840797,0.000000,12.361064,42.999782,0.960967,1,5,181060,CRAWFORD,1,1
10311,-1,36144,36143,852.961386,0.000000,8.131494,42.999851,0.960967,1,5,181060,CRAWFORD,1,1
10312,1,36144,36146,929.840797,0.000000,12.361064,42.999782,0.914677,1,5,181060,CRAWFORD,1,1
10312,-1,36146,36144,852.961386,0.000000,8.131494,42.999850,0.914677,1,5,181060,CRAWFORD,1,1
10313,1,36146,36147,929.840797,0.000000,12.361064,42.999781,0.113798,1,5,181060,CRAWFORD,1,1
10313,-1,36147,36146,852.961386,0.000000,8.131494,42.999850,0.113798,1,5,181060,CRAWFORD,1,1
10314,1,36113,36214,1596.723762,0.000000,15.832332,42.998174,0.937307,1,5,181060,CRAWFORD,1,1
10314,-1,36214,36113,1552.664855,0.000000,11.602044,42.998405,0.937307,1,5,181060,CRAWFORD,1,1
10315,1,36877,36878,578.019208,0.000000,8.389811,47.999961,0.035318,1,5,181442,CRAWFORD,1,1
10315,-1,36878,36877,852.353704,0.000000,32.206667,47.999782,0.035318,1,5,181442,CRAWFORD,1,1
10316,1,36878,36880,578.019208,0.000000,8.389811,47.999965,0.035317,1,5,181442,CRAWFORD,1,1
10316,-1,36880,36878,852.353704,0.000000,32.206667,47.999786,0.035317,1,5,181442,CRAWFORD,1,1
10317,1,39463,39473,1041.048898,0.000000,4.692443,42.999687,0.265319,1,5,180541,DAVIESS,1,1
10317,-1,39473,39463,1039.497270,0.000000,4.692568,17.733267,0.265319,1,5,180541,DAVIESS,1,1
10318,1,39473,39464,1041.048898,0.000000,4.692443,42.999688,0.266832,1,5,180541,DAVIESS,1,1
10318,-1,39464,39473,1039.497270,0.000000,4.692568,42.999688,0.266832,1,5,180541,DAVIESS,1,1
10319,1,39464,39465,1041.048898,0.000000,4.692443,42.999688,0.294046,1,5,180541,DAVIESS,1,1
10319,-1,39465,39464,1039.497270,0.000000,4.692568,42.999688,0.294046,1,5,180541,DAVIESS,1,1
10320,1,39465,39470,1041.048898,0.000000,4.692443,42.999685,0.282072,1,5,180541,DAVIESS,1,1
10320,-1,39470,39465,1039.497270,0.000000,4.692568,42.999685,0.282072,1,5,180541,DAVIESS,1,1
10321,1,39452,39453,2055.551398,0.000000,186.394718,47.988822,0.189047,1,5,180541,DAVIESS,1,1
10321,-1,39453,39452,2063.804979,0.000000,183.703485,14.345902,0.189047,1,5,180541,DAVIESS,1,1
10322,1,39453,39455,2055.551398,0.000000,186.394718,47.988823,0.188990,1,5,180541,DAVIESS,1,1
10322,-1,39455,39453,2063.804979,0.000000,183.703485,47.988793,0.188990,1,5,180541,DAVIESS,1,1
10323,1,39455,39456,2055.551398,0.000000,186.394718,47.988826,0.189021,1,5,180541,DAVIESS,1,1
10323,-1,39456,39455,2063.804979,0.000000,183.703485,47.988793,0.189021,1,5,180541,DAVIESS,1,1
10324,1,39456,39378,2055.551398,0.000000,186.394718,47.988825,0.188998,1,5,180541,DAVIESS,1,1
10324,-1,39378,39456,2063.804979,0.000000,183.703485,47.988792,0.188998,1,5,180541,DAVIESS,1,1
10373,1,34981,34942,530.479288,0.000000,8.422629,47.999972,1.167794,1,5,181416,DUBOIS,1,1
10373,-1,34942,34981,494.536318,0.000000,6.236940,34.791740,1.167794,1,5,181416,DUBOIS,1,1
10374,1,34942,34943,530.479288,0.000000,8.422629,47.999969,1.180020,1,5,181416,DUBOIS,1,1
10374,-1,34943,34942,494.536318,0.000000,6.236940,47.999977,1.180020,1,5,181416,DUBOIS,1,1
10375,1,34943,35035,530.479288,0.000000,8.422629,47.999974,0.633232,1,5,181408,DUBOIS,1,1
10375,-1,35035,34943,494.536318,0.000000,6.236940,47.999981,0.633232,1,5,181408,DUBOIS,1,1
10376,1,35034,34017,530.479288,0.000000,8.422629,47.999974,1.246606,1,5,181407,DUBOIS,1,1
10376,-1,34017,35034,494.536318,0.000000,6.236940,47.999982,1.246606,1,5,181407,DUBOIS,1,1
10421,1,33976,33952,707.475959,0.000000,46.154378,51.999941,0.130542,1,4,990058,GREENE,1,1
10421,-1,33952,33976,768.835836,0.000000,54.260156,10.786312,0.130542,1,4,990058,GREENE,1,1
10425,1,33792,33724,4595.202383,0.000000,226.731138,31.903999,0.126275,1,4,180435,GREENE,1,1
10425,-1,33724,33792,4456.062185,0.000000,198.752676,10.711548,0.126275,1,4,180435,GREENE,1,1
10426,1,33913,33914,5453.272213,0.000000,231.278845,16.006221,0.253027,1,4,180453,GREENE,1,1
10426,-1,33914,33913,5309.928328,0.000000,200.287736,31.845506,0.253027,1,4,180453,GREENE,1,1
10427,1,33911,33912,5738.313995,0.000000,225.213847,15.980924,0.252770,1,4,180453,GREENE,1,1
10427,-1,33912,33911,5565.079961,0.000000,179.872140,31.822400,0.252770,1,4,180453,GREENE,1,1
10428,1,33921,33908,5738.313995,0.000000,225.213847,15.930742,0.251179,1,4,180429,GREENE,1,1
10428,-1,33908,33921,5565.079961,0.000000,179.872140,31.822400,0.251179,1,4,180429,GREENE,1,1
10627,1,39378,39379,2055.551398,0.000000,186.394718,47.988823,0.228803,1,5,180534,MARTIN,1,1
10627,-1,39379,39378,2063.804979,0.000000,183.703485,47.988793,0.228803,1,5,180534,MARTIN,1,1
10628,1,39379,39525,2055.551398,0.000000,186.394718,47.988827,0.228926,1,5,180534,MARTIN,1,1
10628,-1,39525,39379,2063.804979,0.000000,183.703485,47.988797,0.228926,1,5,180534,MARTIN,1,1
10629,1,39525,39526,2055.551398,0.000000,186.394718,47.988827,0.230008,1,5,180534,MARTIN,1,1
10629,-1,39526,39525,2063.804979,0.000000,183.703485,47.988792,0.230008,1,5,180534,MARTIN,1,1
10630,1,39526,39527,2055.551398,0.000000,186.394718,47.988825,0.114994,1,5,180534,MARTIN,1,1
10630,-1,39527,39526,2063.804979,0.000000,183.703485,47.988791,0.114994,1,5,180534,MARTIN,1,1
10635,1,39993,39994,955.976973,0.000000,12.044576,29.999879,0.125477,1,81,180528,MONROE,1,1
10636,1,39994,39989,955.976973,0.000000,12.044576,29.999879,0.106946,1,81,180528,MONROE,1,1
10641,1,40122,40094,7807.574922,0.000000,1202.681214,49.779570,0.606237,1,3,180115,MONROE,1,1
10641,-1,40094,40122,8534.898465,0.000000,1899.583755,48.339806,0.606237,1,3,180115,MONROE,1,1
10642,1,40094,40095,7807.574922,0.000000,1202.681214,49.779571,0.661900,1,3,180115,MONROE,1,1
10642,-1,40095,40094,8534.898465,0.000000,1899.583755,48.339809,0.661900,1,3,180115,MONROE,1,1
10643,1,40095,40018,7807.574922,0.000000,1202.681214,49.779570,0.586623,1,3,180105,MONROE,1,1
10643,-1,40018,40095,8534.898465,0.000000,1899.583755,48.339808,0.586623,1,3,180105,MONROE,1,1
10644,1,40018,40019,7807.574922,0.000000,1202.681214,49.779571,0.548341,1,3,180113,MONROE,1,1
10644,-1,40019,40018,8534.898465,0.000000,1899.583755,48.339806,0.548341,1,3,180113,MONROE,1,1
10645,1,41585,41651,5286.834315,0.000000,481.468259,53.774871,0.764549,1,3,180227,MONROE,1,1
10645,-1,41651,41585,4721.942309,0.000000,919.289374,31.774032,0.764549,1,3,180227,MONROE,1,1
10646,1,41575,41576,4846.527453,0.000000,474.314783,53.832175,1.517208,1,3,180227,MONROE,1,1
10646,-1,41576,41575,4282.312747,0.000000,915.134753,53.770390,1.517208,1,3,180227,MONROE,1,1
10647,1,41576,41658,4846.527453,0.000000,474.314783,53.832177,0.207678,1,3,180232,MONROE,1,1
10647,-1,41658,41576,4282.312747,0.000000,915.134753,53.770389,0.207678,1,3,180232,MONROE,1,1
10648,1,41661,41659,4631.760489,0.000000,472.375593,53.855419,0.190324,1,3,180228,MONROE,1,1
10648,-1,41659,41661,4052.478621,0.000000,913.209760,53.801790,0.190324,1,3,180228,MONROE,1,1
10661,1,38730,38732,1528.160067,0.000000,221.404092,51.997728,0.202004,1,4,180709,ORANGE,1,1
10661,-1,38732,38730,1541.816477,0.000000,315.828348,51.996472,0.202004,1,4,180709,ORANGE,1,1
10662,1,38732,38728,1528.160067,0.000000,221.404092,51.997730,0.202055,1,4,180709,ORANGE,1,1
10662,-1,38728,38732,1541.816477,0.000000,315.828348,51.996474,0.202055,1,4,180709,ORANGE,1,1
10663,1,38728,38729,1528.160067,0.000000,221.404092,51.997730,0.202002,1,4,180709,ORANGE,1,1
10663,-1,38729,38728,1541.816477,0.000000,315.828348,51.996473,0.202002,1,4,180709,ORANGE,1,1
10664,1,38729,38726,1528.160067,0.000000,221.404092,51.997729,0.203735,1,4,180709,ORANGE,1,1
