"ROADID","Dir","i","j","AUTO","SUT","MUT","SPEED","LENGTH","num_lanes","FCLASS","zone","County","waterf","noisef"
41627,1,41619,41620,9707.039281,0.000000,476.749137,33.928456,0.175673,2,3,180246,MONROE,1,1
41627,-1,41620,41619,9166.893669,0.000000,918.485225,13.317880,0.175673,2,3,180246,MONROE,1,1
41628,1,41645,41588,8889.386900,0.000000,471.567899,33.947939,0.044197,2,3,180248,MONROE,1,1
41628,-1,41588,41645,8355.870574,0.000000,913.391944,33.936221,0.044197,2,3,180248,MONROE,1,1
41629,1,41643,41646,8525.948890,0.000000,470.729315,33.955125,0.087911,2,3,180234,MONROE,1,1
41629,-1,41646,41643,7946.453207,0.000000,912.553454,33.945597,0.087911,2,3,180234,MONROE,1,1
41630,1,41618,41627,7908.378478,0.000000,28.369666,23.553251,0.447283,1,4,180245,MONROE,1,1
41630,-1,41627,41618,8677.543400,0.000000,18.989000,23.380281,0.447283,1,4,180245,MONROE,1,1
41631,1,41640,41589,5225.841025,0.000000,14.715014,46.844938,0.249440,1,4,180245,MONROE,1,1
41631,-1,41589,41640,6000.246044,0.000000,16.045671,46.731516,0.249440,1,4,180245,MONROE,1,1
41632,1,41566,41567,4264.749298,0.000000,14.715014,46.930679,1.104494,1,4,180061,MONROE,1,1
41632,-1,41567,41566,5036.980354,0.000000,16.045671,46.865638,1.104494,1,4,180061,MONROE,1,1
41633,1,41567,41669,4264.749298,0.000000,14.715014,46.930679,0.136478,1,4,180061,MONROE,1,1
41633,-1,41669,41567,5036.980354,0.000000,16.045671,46.865637,0.136478,1,4,180061,MONROE,1,1
41634,1,40610,40611,17832.430226,0.000000,127.445574,14.986984,0.039875,2,7,180137,MONROE,1,1
41635,1,40665,40661,17832.430226,0.000000,127.445574,14.986984,0.159836,2,7,180138,MONROE,1,1
41636,1,40600,40601,8240.473064,0.000000,41.941749,23.059361,0.339558,1,5,180164,MONROE,1,1
41636,-1,40601,40600,9147.867152,0.000000,70.402639,15.025964,0.339558,1,5,180164,MONROE,1,1
41637,1,40601,40613,8240.473064,0.000000,41.941749,2.825720,0.023800,1,5,180139,MONROE,1,1
41637,-1,40613,40601,9147.867152,0.000000,70.402639,22.567207,0.023800,1,5,180139,MONROE,1,1
41638,1,40629,40630,6620.285638,0.000000,38.840061,23.596077,0.169787,1,5,180141,MONROE,1,1
41638,-1,40630,40629,7573.980524,0.000000,69.641399,23.295165,0.169787,1,5,180141,MONROE,1,1
41639,1,40626,40632,6437.597719,0.000000,26.465215,23.644068,0.084934,1,5,180066,MONROE,1,1
41639,-1,40632,40626,7390.629737,0.000000,65.573561,23.361097,0.084934,1,5,180066,MONROE,1,1
41640,1,40600,40604,17358.459055,0.000000,94.556445,14.796624,0.214794,2,3,180137,MONROE,1,1
41640,-1,40604,40600,14171.619308,0.000000,47.639140,14.917512,0.214794,2,3,180137,MONROE,1,1
41641,1,40604,40605,17358.459055,0.000000,94.556445,33.511840,0.136322,2,3,180137,MONROE,1,1
41641,-1,40605,40604,14171.619308,0.000000,47.639140,11.288560,0.136322,2,3,180137,MONROE,1,1
41642,1,39977,39978,12473.390339,0.000000,1954.045961,55.436448,0.879959,2,3,180509,MONROE,1,1
41643,1,39978,110741,12473.390339,0.000000,1954.045961,55.436450,0.556717,2,3,180509,MONROE,1,1
41644,1,40005,40011,13540.363236,0.000000,1954.279304,55.284383,0.222406,2,3,180509,MONROE,1,1
41645,1,39358,39359,16354.364684,0.000000,1956.118248,54.740050,0.889883,2,3,180509,MONROE,1,1
41646,1,39989,39999,13552.612390,0.000000,1530.502339,55.427683,0.142110,2,3,180528,MONROE,1,1
41647,1,39999,39982,13552.612390,0.000000,1530.502339,55.427686,0.141752,2,3,180528,MONROE,1,1
41648,-1,40002,39993,955.976973,0.000000,12.044576,48.990902,0.103176,1,6,180528,MONROE,1,1
41649,-1,40003,40002,955.976973,0.000000,12.044576,48.990902,0.112604,1,6,180511,MONROE,1,1
41650,-1,40331,40324,13603.110541,0.000000,1558.276509,44.390361,0.132435,2,82,180583,MONROE,1,1
41651,-1,40332,40331,13603.110541,0.000000,1558.276509,44.390364,0.035684,2,82,180583,MONROE,1,1
41652,-1,40350,40329,13603.110541,0.000000,1558.276509,44.390362,0.165766,2,82,180583,MONROE,1,1
41653,-1,40336,40350,13603.110541,0.000000,1558.276509,44.390363,0.163980,2,82,180583,MONROE,1,1
41654,-1,40337,40336,22541.381297,0.000000,9449.743197,45.221872,0.183254,2,2,180583,MONROE,1,1
41655,-1,40338,40337,22541.381297,0.000000,9449.743197,45.221869,0.184639,2,2,180583,MONROE,1,1
41656,-1,40345,40338,22541.381297,0.000000,9449.743197,45.221869,0.186486,2,2,180127,MONROE,1,1
41657,-1,40160,40345,22541.381297,0.000000,9449.743197,45.221868,0.193356,2,2,180127,MONROE,1,1
41658,-1,40213,40158,25245.509147,0.000000,9470.521243,42.564301,0.191154,2,2,180118,MONROE,1,1
41659,-1,40214,40213,25245.509147,0.000000,9470.521243,42.564301,0.191085,2,2,180118,MONROE,1,1
41660,-1,40251,40214,25245.509147,0.000000,9470.521243,42.564305,0.191168,2,2,180118,MONROE,1,1
41661,-1,40238,40251,25245.509147,0.000000,9470.521243,42.564304,0.191102,2,2,180118,MONROE,1,1
41662,1,40158,40159,10678.584528,0.000000,84.057777,52.216749,0.008542,1,3,180119,MONROE,1,1
41662,-1,40159,40158,13104.573525,0.000000,222.107952,49.803367,0.008542,1,3,180119,MONROE,1,1
41663,1,40159,40416,10678.584528,0.000000,84.057777,52.216748,0.008489,1,3,180119,MONROE,1,1
41663,-1,40416,40159,13104.573525,0.000000,222.107952,49.803367,0.008489,1,3,180119,MONROE,1,1
41664,1,40416,40411,21833.504842,0.000000,10717.174615,42.991198,0.201094,2,2,180118,MONROE,1,1
41665,1,40411,40412,21833.504842,0.000000,10717.174615,42.991198,0.201089,2,2,180146,MONROE,1,1
41666,1,40412,40428,21833.504842,0.000000,10717.174615,42.991197,0.201020,2,2,180118,MONROE,1,1
41667,1,40428,40422,21833.504842,0.000000,10717.174615,42.991198,0.201069,2,2,180117,MONROE,1,1
41668,-1,40161,40160,24220.596340,0.000000,9506.353179,43.487292,0.249016,2,2,180119,MONROE,1,1
41669,-1,40162,40161,24220.596340,0.000000,9506.353179,43.487288,0.255644,2,2,180119,MONROE,1,1
41670,-1,40228,40162,24220.596340,0.000000,9506.353179,43.487288,0.256550,2,2,180119,MONROE,1,1
41671,-1,40158,40228,24220.596340,0.000000,9506.353179,43.487288,0.256549,2,2,180119,MONROE,1,1
41672,1,40160,40346,4950.903006,0.000000,67.619442,33.805336,0.007415,1,5,180127,MONROE,1,1
41672,-1,40346,40160,1675.387128,0.000000,7.017222,33.997650,0.007415,1,5,180127,MONROE,1,1
41673,1,40346,40347,4950.903006,0.000000,67.619442,33.805335,0.001882,1,5,180127,MONROE,1,1
41673,-1,40347,40346,1675.387128,0.000000,7.017222,33.997651,0.001882,1,5,180127,MONROE,1,1
41674,1,40163,40164,22346.273074,0.000000,10886.074999,42.083114,0.248923,2,2,180119,MONROE,1,1
41675,1,40164,40417,22346.273074,0.000000,10886.074999,42.083114,0.255529,2,2,180119,MONROE,1,1
41676,1,40417,40415,22346.273074,0.000000,10886.074999,42.083106,0.256412,2,2,180119,MONROE,1,1
41677,1,40415,40416,22346.273074,0.000000,10886.074999,42.083110,0.256342,2,2,180119,MONROE,1,1
41678,1,40307,40299,12392.072753,0.000000,1950.715605,53.312906,0.439524,2,3,180582,MONROE,1,1
41679,1,40299,40300,12728.475929,0.000000,2011.571339,53.233050,0.460712,2,3,180582,MONROE,1,1
41680,1,40300,40351,12728.475929,0.000000,2011.571339,53.233053,0.444778,2,3,180582,MONROE,1,1
41681,1,40351,40321,12728.475929,0.000000,2011.571339,53.233054,0.399025,2,3,180583,MONROE,1,1
41682,1,40307,40301,7312.622406,0.000000,51.461585,31.582861,0.284761,1,4,180586,MONROE,1,1
41682,-1,40301,40307,5829.236562,0.000000,40.313046,16.949678,0.284761,1,4,180586,MONROE,1,1
41683,1,40301,40302,7312.622406,0.000000,51.461585,31.582861,0.287530,1,4,180586,MONROE,1,1
41683,-1,40302,40301,5829.236562,0.000000,40.313046,31.830436,0.287530,1,4,180586,MONROE,1,1
41684,1,40302,40303,7312.622406,0.000000,51.461585,31.582864,0.271413,1,4,180586,MONROE,1,1
41684,-1,40303,40302,5829.236562,0.000000,40.313046,31.830437,0.271413,1,4,180586,MONROE,1,1
41685,1,40303,40296,7312.622406,0.000000,51.461585,31.582862,0.253519,1,4,180586,MONROE,1,1
41685,-1,40296,40303,5829.236562,0.000000,40.313046,31.830436,0.253519,1,4,180586,MONROE,1,1
41686,-1,40318,40309,13837.456801,0.000000,1525.610342,53.242064,0.237412,2,3,180582,MONROE,1,1
41687,-1,40305,40304,14175.101973,0.000000,1572.626038,53.162226,0.497224,2,3,180582,MONROE,1,1
41688,-1,40323,40305,14175.101973,0.000000,1572.626038,53.162216,0.470898,2,3,180582,MONROE,1,1
41689,-1,40324,40323,14175.101973,0.000000,1572.626038,23.366769,0.413752,2,3,180583,MONROE,1,1
41690,1,40309,40320,1277.409337,0.000000,16.738970,33.950701,0.008278,1,6,180582,MONROE,1,1
41690,-1,40320,40309,4744.864334,0.000000,28.429204,27.013367,0.008278,1,6,180582,MONROE,1,1
41691,1,40320,40307,1277.409337,0.000000,16.738970,1.010216,0.008332,1,6,180582,MONROE,1,1
41691,-1,40307,40320,4744.864334,0.000000,28.429204,27.013368,0.008332,1,6,180582,MONROE,1,1
41692,1,39359,40354,17342.913593,0.000000,1973.554378,56.945490,0.291384,2,3,180584,MONROE,1,1
41693,1,40354,40355,17342.913593,0.000000,1973.554378,56.945499,0.287843,2,3,180584,MONROE,1,1
41694,1,40355,40306,17342.913593,0.000000,1973.554378,56.945497,0.269268,2,3,180584,MONROE,1,1
41695,1,40306,40307,17342.913593,0.000000,1973.554378,17.162458,0.259998,2,3,180584,MONROE,1,1
41696,-1,40356,39349,17304.911798,0.000000,1537.300576,57.308727,0.285376,2,3,180584,MONROE,1,1
41697,-1,40357,40356,17304.911798,0.000000,1537.300576,57.308729,0.282489,2,3,180584,MONROE,1,1
41698,-1,40308,40357,17304.911798,0.000000,1537.300576,57.308731,0.263987,2,3,180584,MONROE,1,1
41699,-1,40309,40308,17304.911798,0.000000,1537.300576,57.308727,0.255350,2,3,180584,MONROE,1,1
41700,1,39349,40359,1541.467272,0.000000,18.469585,57.997816,0.010451,1,5,180528,MONROE,1,1
41700,-1,40359,39349,739.210245,0.000000,2.145229,57.999894,0.010451,1,5,180528,MONROE,1,1
41701,1,40359,39359,1541.467272,0.000000,18.469585,57.997817,0.010411,1,5,180509,MONROE,1,1
41701,-1,39359,40359,739.210245,0.000000,2.145229,57.999893,0.010411,1,5,180509,MONROE,1,1
41702,1,40315,40316,827.649651,0.000000,4.635179,47.999859,0.006611,1,5,180584,MONROE,1,1
41702,-1,40316,40315,802.307170,0.000000,5.449165,47.999875,0.006611,1,5,180584,MONROE,1,1
41703,1,40316,40314,827.649651,0.000000,4.635179,47.999856,0.006622,1,5,180584,MONROE,1,1
41703,-1,40314,40316,802.307170,0.000000,5.449165,47.999872,0.006622,1,5,180584,MONROE,1,1
41704,1,39339,40325,7529.760571,0.000000,8835.026583,70.511740,0.196464,2,1,180583,MONROE,1,1
41705,1,40325,40326,7529.760571,0.000000,8835.026583,70.511735,0.192504,2,1,180583,MONROE,1,1
41706,1,40321,40327,11935.672104,0.000000,1997.110950,44.471907,0.173414,2,82,180583,MONROE,1,1
41707,1,40327,40326,11935.672104,0.000000,1997.110950,44.471906,0.186849,2,82,180583,MONROE,1,1
41708,1,39360,39361,9731.074581,0.000000,7905.927076,67.795848,9.795970,2,1,180527,MONROE,1,1
41709,1,40326,40339,19465.432675,0.000000,10832.137533,45.007863,0.250431,2,2,180583,MONROE,1,1
41710,1,40339,40340,19465.432675,0.000000,10832.137533,45.007864,0.243440,2,2,180583,MONROE,1,1
41711,1,40340,40341,19465.432675,0.000000,10832.137533,45.007864,0.246033,2,2,180127,MONROE,1,1
41712,1,40341,40163,19465.432675,0.000000,10832.137533,13.361430,0.254459,2,2,180127,MONROE,1,1
41713,1,40253,40255,5268.360015,0.000000,68.656226,48.993501,0.043734,2,3,180118,MONROE,1,1
41713,-1,40255,40253,5223.681711,0.000000,23.062092,4.279672,0.043734,2,3,180118,MONROE,1,1
41714,1,40255,40146,5268.360015,0.000000,68.656226,48.993503,0.043772,2,3,180118,MONROE,1,1
41714,-1,40146,40255,5223.681711,0.000000,23.062092,48.994208,0.043772,2,3,180118,MONROE,1,1
41715,1,40420,40424,6968.787296,0.000000,34.706686,33.796284,0.180822,1,3,180143,MONROE,1,1
41715,-1,40424,40420,8953.754772,0.000000,58.118054,13.363973,0.180822,1,3,180143,MONROE,1,1
41716,1,40425,40426,6968.787296,0.000000,34.706686,33.796286,0.171886,1,3,180117,MONROE,1,1
41716,-1,40426,40425,8953.754772,0.000000,58.118054,33.442769,0.171886,1,3,180117,MONROE,1,1
41717,1,40385,40386,7503.470568,0.000000,16.525418,33.733801,0.334359,1,3,180143,MONROE,1,1
41717,-1,40386,40385,9538.468148,0.000000,46.260591,18.370115,0.334359,1,3,180143,MONROE,1,1
41718,1,40386,40503,7503.470568,0.000000,16.525418,18.427583,0.327080,1,3,180143,MONROE,1,1
41718,-1,40503,40386,9538.468148,0.000000,46.260591,33.296440,0.327080,1,3,180143,MONROE,1,1
41719,1,40422,40427,19638.835780,0.000000,10710.599410,45.117915,0.162801,2,2,180117,MONROE,1,1
41720,1,40427,40429,19638.835780,0.000000,10710.599410,45.117912,0.162732,2,2,180117,MONROE,1,1
41721,1,40429,40430,23863.150622,0.000000,10786.180117,54.221090,0.142108,3,2,180117,MONROE,1,1
41722,1,40430,40387,23863.150622,0.000000,10786.180117,54.221099,0.142108,3,2,180117,MONROE,1,1
41723,1,40387,40388,23863.150622,0.000000,10786.180117,54.221090,0.142040,3,2,180117,MONROE,1,1
41724,1,40388,40466,23863.150622,0.000000,10786.180117,54.221093,0.142107,3,2,180117,MONROE,1,1
41725,-1,40256,40234,25161.273693,0.000000,9489.871845,54.831063,0.149356,3,2,180117,MONROE,1,1
41726,-1,40189,40256,25161.273693,0.000000,9489.871845,54.831068,0.149350,3,2,180117,MONROE,1,1
41727,-1,40190,40189,25161.273693,0.000000,9489.871845,54.831061,0.149351,3,2,180117,MONROE,1,1
41728,-1,40280,40190,25161.273693,0.000000,9489.871845,54.831058,0.149357,3,2,180130,MONROE,1,1
41729,-1,40165,40280,18827.594299,0.000000,9407.885478,56.606948,0.210465,3,2,180117,MONROE,1,1
41730,-1,40148,40165,18827.594299,0.000000,9407.885478,56.606947,0.209690,3,2,180121,MONROE,1,1
41731,-1,40451,40148,24180.332986,0.000000,9907.208361,42.585590,0.337292,2,2,180121,MONROE,1,1
41732,-1,40452,40451,24180.332986,0.000000,9907.208361,42.585588,0.317490,2,2,180121,MONROE,1,1
41733,-1,40474,40452,24180.332986,0.000000,9907.208361,42.585590,0.317850,2,2,180121,MONROE,1,1
41734,-1,40453,40474,24180.332986,0.000000,9907.208361,42.585588,0.331107,2,2,180098,MONROE,1,1
41735,-1,40454,40453,12671.998462,0.000000,9211.404698,53.327725,0.131559,2,2,180157,MONROE,1,1
41736,-1,40551,40454,12671.998462,0.000000,9211.404698,53.327729,0.133309,2,2,180157,MONROE,1,1
41737,-1,40552,40551,12671.998462,0.000000,9211.404698,53.327729,0.134182,2,2,180157,MONROE,1,1
41738,-1,40545,40552,12671.998462,0.000000,9211.404698,53.327730,0.135982,2,2,180097,MONROE,1,1
41739,-1,40032,40545,13893.194075,0.000000,9217.154059,52.568649,0.089889,2,2,180097,MONROE,1,1
41740,-1,40022,40032,13893.194075,0.000000,9217.154059,52.568649,0.090057,2,2,180097,MONROE,1,1
41741,1,40855,40838,12220.940822,0.000000,10411.176788,41.901203,0.404479,2,3,180101,MONROE,1,1
41742,1,40838,40839,12220.940822,0.000000,10411.176788,41.901201,0.384661,2,3,180101,MONROE,1,1
41743,1,40839,40857,12220.940822,0.000000,10411.176788,41.901201,0.380048,2,3,180101,MONROE,1,1
41744,1,40857,40818,12220.940822,0.000000,10411.176788,41.901200,0.360574,2,3,180101,MONROE,1,1
41745,-1,40850,40022,15085.744422,0.000000,9252.108889,41.805278,0.147560,2,3,180097,MONROE,1,1
41746,-1,40851,40850,15085.744422,0.000000,9252.108889,41.805277,0.147678,2,3,180101,MONROE,1,1
41747,-1,40840,40851,15085.744422,0.000000,9252.108889,41.805278,0.147769,2,3,180101,MONROE,1,1
41748,-1,40825,40840,15085.744422,0.000000,9252.108889,41.805280,1.658942,2,3,180101,MONROE,1,1
41749,1,40534,40572,15184.973446,0.000000,551.354621,43.508363,0.120087,2,3,180151,MONROE,1,1
41749,-1,40572,40534,15948.240672,0.000000,990.621583,43.258307,0.120087,2,3,180151,MONROE,1,1
41750,1,40389,40024,17336.299589,0.000000,544.916638,16.451751,0.240274,2,3,180151,MONROE,1,1
41750,-1,40024,40389,18075.047421,0.000000,984.865534,42.862617,0.240274,2,3,180151,MONROE,1,1
41751,-1,40531,40530,15948.240672,0.000000,990.621583,43.258304,0.076896,2,3,180101,MONROE,1,1
41752,-1,40534,40531,15948.240672,0.000000,990.621583,43.258308,0.077908,2,3,180101,MONROE,1,1
41753,1,40031,40480,9605.669749,0.000000,1046.136346,43.856491,0.022923,2,3,180098,MONROE,1,1
41754,1,40480,40472,9605.669749,0.000000,1046.136346,43.856491,0.022923,2,3,180098,MONROE,1,1
41755,1,40475,40476,11096.137220,0.000000,1543.253114,43.682034,0.131834,2,3,180097,MONROE,1,1
41756,1,40476,40031,11096.137220,0.000000,1543.253114,43.682034,0.135439,2,3,180097,MONROE,1,1
41757,-1,40489,40475,9903.586873,0.000000,1508.298284,43.777912,0.136634,2,3,180097,MONROE,1,1
41758,-1,40492,40489,9903.586873,0.000000,1508.298284,43.777915,0.136545,2,3,180097,MONROE,1,1
41759,-1,40561,40444,15056.733546,0.000000,986.215158,43.392102,0.014669,2,3,180098,MONROE,1,1
41760,-1,40559,40561,15056.733546,0.000000,986.215158,43.392102,0.014669,2,3,180098,MONROE,1,1
41761,1,40472,40478,6205.069825,0.000000,464.646324,43.980811,0.125896,2,3,180098,MONROE,1,1
41762,1,40490,40484,6205.069825,0.000000,464.646324,17.067777,0.247796,2,3,180098,MONROE,1,1
41763,1,40442,40562,7426.265438,0.000000,470.395685,43.964196,0.021702,2,3,180098,MONROE,1,1
41764,1,40562,40557,7426.265438,0.000000,470.395685,43.964195,0.021657,2,3,180098,MONROE,1,1
41765,1,40488,40477,11508.334524,0.000000,695.803664,28.974867,0.139123,1,81,180098,MONROE,1,1
41766,1,40477,40453,11508.334524,0.000000,695.803664,28.974865,0.142718,1,81,180098,MONROE,1,1
41767,1,40484,40455,6205.069825,0.000000,464.646324,43.980807,0.055654,2,3,180098,MONROE,1,1
41768,1,40455,40442,6205.069825,0.000000,464.646324,43.980814,0.055600,2,3,180098,MONROE,1,1
41769,1,40553,40554,6337.397838,0.000000,439.302767,43.980046,0.061957,2,3,180157,MONROE,1,1
41770,1,40554,40565,6337.397838,0.000000,439.302767,43.980047,0.061961,2,3,180151,MONROE,1,1
41771,1,40539,40033,10240.566097,0.000000,10375.677445,53.117759,0.232227,2,2,180157,MONROE,1,1
41772,1,40033,40034,10240.566097,0.000000,10375.677445,53.117764,0.234868,2,2,180097,MONROE,1,1
41773,1,40450,40532,13195.154023,0.000000,11012.074213,50.037588,0.100409,2,2,180157,MONROE,1,1
41774,1,40532,40539,13195.154023,0.000000,11012.074213,50.037590,0.099873,2,2,180157,MONROE,1,1
41775,1,40565,40533,15184.973446,0.000000,551.354621,43.508368,0.098419,2,3,180151,MONROE,1,1
41776,1,40533,40534,15184.973446,0.000000,551.354621,43.508364,0.098422,2,3,180151,MONROE,1,1
41777,1,40544,40035,1980.374726,0.000000,35.499343,29.999356,0.123862,1,81,180101,MONROE,1,1
41778,1,40035,40034,1980.374726,0.000000,35.499343,29.999360,0.131224,1,81,180101,MONROE,1,1
41779,1,40034,40852,12220.940822,0.000000,10411.176788,41.901201,0.146520,2,3,180101,MONROE,1,1
41780,1,40852,40853,12220.940822,0.000000,10411.176788,41.901198,0.146428,2,3,180101,MONROE,1,1
41781,1,40853,40847,12220.940822,0.000000,10411.176788,41.901202,0.146428,2,3,180101,MONROE,1,1
41782,1,40847,40848,12220.940822,0.000000,10411.176788,41.901200,0.063277,2,3,180101,MONROE,1,1
41783,1,40503,40504,2313.942631,0.000000,6.001274,33.991581,0.085129,1,5,180142,MONROE,1,1
41783,-1,40504,40503,5040.447387,0.000000,34.448589,8.065121,0.085129,1,5,180142,MONROE,1,1
41784,1,40504,40505,2313.942631,0.000000,6.001274,33.991582,0.020424,1,5,180142,MONROE,1,1
41784,-1,40505,40504,5040.447387,0.000000,34.448589,33.803778,0.020424,1,5,180142,MONROE,1,1
41785,1,40503,40510,9118.652153,0.000000,20.978896,23.593545,0.064045,1,3,180144,MONROE,1,1
41785,-1,40510,40503,8427.144977,0.000000,22.266754,6.474121,0.064045,1,3,180144,MONROE,1,1
41786,1,40510,40499,9118.652153,0.000000,20.978896,23.593547,0.065846,1,3,180144,MONROE,1,1
41786,-1,40499,40510,8427.144977,0.000000,22.266754,23.701189,0.065846,1,3,180144,MONROE,1,1
41787,1,40499,40506,813.569034,0.000000,31.906535,23.999874,0.086261,1,5,180144,MONROE,1,1
41787,-1,40506,40499,623.507442,0.000000,1.444755,23.999968,0.086261,1,5,180144,MONROE,1,1
41788,1,40506,40507,813.569034,0.000000,31.906535,8.015245,0.085453,1,5,180144,MONROE,1,1
41788,-1,40507,40506,623.507442,0.000000,1.444755,23.999967,0.085453,1,5,180144,MONROE,1,1
41789,1,40000,39997,12206.180626,0.000000,1954.042105,55.470446,0.145926,2,3,180528,MONROE,1,1
41790,1,39997,39977,12206.180626,0.000000,1954.042105,55.470448,0.145196,2,3,180528,MONROE,1,1
41791,1,40044,40083,1664.561380,0.000000,6.080432,47.997732,0.564949,1,5,180094,GREENE,1,1
41791,-1,40083,40044,1432.245977,0.000000,2.922114,47.998773,0.564949,1,5,180094,GREENE,1,1
41792,1,40083,40081,1664.561380,0.000000,6.080432,47.997729,0.563506,1,5,180094,GREENE,1,1
41792,-1,40081,40083,1432.245977,0.000000,2.922114,47.998772,0.563506,1,5,180094,GREENE,1,1
41793,1,40081,40082,1664.561380,0.000000,6.080432,47.997730,0.604683,1,5,180094,GREENE,1,1
41793,-1,40082,40081,1432.245977,0.000000,2.922114,47.998775,0.604683,1,5,180094,GREENE,1,1
41794,1,40082,40085,1664.561380,0.000000,6.080432,47.997730,0.546621,1,5,180094,GREENE,1,1
41794,-1,40085,40082,1432.245977,0.000000,2.922114,47.998772,0.546621,1,5,180094,GREENE,1,1
41797,1,40064,40067,300.066202,0.000000,0.371960,47.999995,0.174169,1,5,180094,GREENE,1,1
41797,-1,40067,40064,260.257612,0.000000,0.371577,47.999998,0.174169,1,5,180094,GREENE,1,1
41798,1,40067,40065,300.066202,0.000000,0.371960,47.999999,0.176318,1,5,180094,GREENE,1,1
41798,-1,40065,40067,260.257612,0.000000,0.371577,48.000002,0.176318,1,5,180094,GREENE,1,1
41799,1,40065,40066,300.066202,0.000000,0.371960,47.999997,0.084799,1,5,180094,GREENE,1,1
41799,-1,40066,40065,260.257612,0.000000,0.371577,48.000000,0.084799,1,5,180094,GREENE,1,1
41800,1,40068,40063,947.968829,0.000000,0.371960,47.999768,0.170237,1,5,180519,GREENE,1,1
41800,-1,40063,40068,905.919979,0.000000,0.456875,47.999805,0.170237,1,5,180519,GREENE,1,1
41801,1,39664,39665,813.819900,0.000000,1.293570,47.999875,0.565179,1,5,180546,GREENE,1,1
41801,-1,39665,39664,847.543479,0.000000,1.760638,47.999851,0.565179,1,5,180546,GREENE,1,1
41802,1,39665,39667,813.819900,0.000000,1.293570,47.999876,0.578885,1,5,180545,GREENE,1,1
41802,-1,39667,39665,847.543479,0.000000,1.760638,47.999853,0.578885,1,5,180545,GREENE,1,1
41803,1,39667,39668,813.819900,0.000000,1.293570,47.999876,0.562587,1,5,180546,GREENE,1,1
41803,-1,39668,39667,847.543479,0.000000,1.760638,47.999852,0.562587,1,5,180546,GREENE,1,1
41804,1,39668,39669,813.819900,0.000000,1.293570,47.999873,0.279134,1,5,180545,GREENE,1,1
41804,-1,39669,39668,847.543479,0.000000,1.760638,47.999848,0.279134,1,5,180545,GREENE,1,1
41805,1,39694,39696,300.066202,0.000000,0.371960,47.999999,0.140101,1,5,180519,GREENE,1,1
41805,-1,39696,39694,260.257612,0.000000,0.371577,48.000003,0.140101,1,5,180519,GREENE,1,1
41806,1,39696,39690,300.066202,0.000000,0.371960,47.999996,0.137944,1,5,180094,GREENE,1,1
41806,-1,39690,39696,260.257612,0.000000,0.371577,48.000000,0.137944,1,5,180094,GREENE,1,1
41807,1,33909,33893,3965.821585,0.000000,224.800377,51.947930,0.975216,1,4,180378,GREENE,1,1
41807,-1,33893,33909,3869.369609,0.000000,179.930118,34.375046,0.975216,1,4,180378,GREENE,1,1
41808,1,33893,33894,3965.821585,0.000000,224.800377,51.947929,0.975167,1,4,180378,GREENE,1,1
41808,-1,33894,33893,3869.369609,0.000000,179.930118,51.956723,0.975167,1,4,180378,GREENE,1,1
41809,1,33894,33932,3965.821585,0.000000,224.800377,51.947928,0.121908,1,4,180448,GREENE,1,1
41809,-1,33932,33894,3869.369609,0.000000,179.930118,51.956720,0.121908,1,4,180448,GREENE,1,1
41810,1,33936,33931,3848.333119,0.000000,268.027181,51.948585,0.498896,1,4,180378,GREENE,1,1
41810,-1,33931,33936,3751.102395,0.000000,226.341902,51.957023,0.498896,1,4,180378,GREENE,1,1
41811,1,33960,33951,3524.553137,0.000000,253.027577,51.934757,0.009430,1,4,180427,GREENE,1,1
41811,-1,33951,33960,2067.163595,0.000000,195.591759,0.964700,0.009430,1,4,180427,GREENE,1,1
41812,1,33970,33620,3524.553137,0.000000,253.027577,51.934757,0.038858,1,4,180427,GREENE,1,1
41812,-1,33620,33970,2067.163595,0.000000,195.591759,51.990728,0.038858,1,4,180427,GREENE,1,1
41813,1,33949,33977,707.475959,0.000000,46.154378,51.999945,0.625068,1,4,180455,GREENE,1,1
41813,-1,33977,33949,768.835836,0.000000,54.260156,51.999920,0.625068,1,4,180455,GREENE,1,1
41814,1,33977,33978,707.475959,0.000000,46.154378,51.999944,0.625132,1,4,180455,GREENE,1,1
41814,-1,33978,33977,768.835836,0.000000,54.260156,51.999918,0.625132,1,4,180455,GREENE,1,1
41815,1,33978,33975,707.475959,0.000000,46.154378,51.999946,0.625074,1,4,180455,GREENE,1,1
41815,-1,33975,33978,768.835836,0.000000,54.260156,51.999921,0.625074,1,4,180455,GREENE,1,1
41816,1,33975,33976,707.475959,0.000000,46.154378,28.921151,0.625058,1,4,180455,GREENE,1,1
41816,-1,33976,33975,768.835836,0.000000,54.260156,51.999920,0.625058,1,4,180455,GREENE,1,1
41817,1,33719,33798,1494.646819,0.000000,67.289221,32.998527,0.683723,1,5,180437,GREENE,1,1
41817,-1,33798,33719,1403.161824,0.000000,54.667748,32.998916,0.683723,1,5,180437,GREENE,1,1
41818,1,33798,33799,1494.646819,0.000000,67.289221,32.998523,0.174110,1,5,180437,GREENE,1,1
41818,-1,33799,33798,1403.161824,0.000000,54.667748,32.998911,0.174110,1,5,180437,GREENE,1,1
41819,1,33795,33791,1605.200404,0.000000,73.047473,32.998027,0.696672,1,5,180437,GREENE,1,1
41819,-1,33791,33795,1507.999557,0.000000,60.244632,32.998536,0.696672,1,5,180437,GREENE,1,1
