Ltype,Speed,pollutantID_1,pollutantID_2,pollutantID_3,pollutantID_5,pollutantID_6,pollutantID_20,pollutantID_24,pollutantID_25,pollutantID_26,pollutantID_27,pollutantID_63,pollutantID_65,pollutantID_68,pollutantID_69,pollutantID_70,pollutantID_71,pollutantID_72,pollutantID_73,pollutantID_74,pollutantID_75,pollutantID_76,pollutantID_77,pollutantID_78,pollutantID_79,pollutantID_81,pollutantID_82,pollutantID_83,pollutantID_84,pollutantID_87,pollutantID_90,pollutantID_91,pollutantID_92,pollutantID_98,pollutantID_100,pollutantID_106,pollutantID_107,pollutantID_110,pollutantID_111,pollutantID_112,pollutantID_115,pollutantID_116,pollutantID_117,pollutantID_118,pollutantID_119,pollutantID_168,pollutantID_169,pollutantID_170,pollutantID_171,pollutantID_172,pollutantID_173,pollutantID_174,pollutantID_175,pollutantID_176,pollutantID_177,pollutantID_178,pollutantID_181,pollutantID_182,pollutantID_183,pollutantID_184
fwyr,23,0.036164757,0.990954696,0.472935218,0.004570983,0.002109105,0.000525419,0.00018974,0.003016323,0.001420903,0.000219667,1.15E-06,5.94E-09,1.09E-07,1.24E-05,1.00E-11,2.00E-08,3.24E-06,6.54E-06,2.87E-06,9.45E-07,1.41E-06,3.30E-07,4.17E-06,0.03414533,5.53E-06,6.66E-07,1.31E-05,1.78E-05,0.030371441,375.9030399,5164.242452,0.004500914,376.7588075,0.026917442,0.051463999,0.0085357,0.024728152,0.007165863,0.013859603,0.000980946,0.006433,0.001280345,0.010868559,0,0,1.12E-05,9.22E-06,1.87E-05,7.31E-06,1.32E-06,8.31E-09,1.13E-07,2.27E-08,1.13E-07,6.26E-07,1.57E-05,0,2.70E-05,1.33E-05
fwyr,24,0.036164757,0.990954696,0.472935218,0.004570983,0.002109105,0.000525419,0.00018974,0.003016323,0.001420903,0.000219667,1.15E-06,5.94E-09,1.09E-07,1.24E-05,1.00E-11,2.00E-08,3.24E-06,6.54E-06,2.87E-06,9.45E-07,1.41E-06,3.30E-07,4.17E-06,0.03414533,5.53E-06,6.66E-07,1.31E-05,1.78E-05,0.030371441,375.9030399,5164.242452,0.004500914,376.7588075,0.026917442,0.051463999,0.0085357,0.024728152,0.007165863,0.013859603,0.000980946,0.006433,0.001280345,0.010868559,0,0,1.12E-05,9.22E-06,1.87E-05,7.31E-06,1.32E-06,8.31E-09,1.13E-07,2.27E-08,1.13E-07,6.26E-07,1.57E-05,0,2.70E-05,1.33E-05
fwyr,25,0.036164757,0.990954696,0.472935218,0.004570983,0.002109105,0.000525419,0.00018974,0.003016323,0.001420903,0.000219667,1.15E-06,5.94E-09,1.09E-07,1.24E-05,1.00E-11,2.00E-08,3.24E-06,6.54E-06,2.87E-06,9.45E-07,1.41E-06,3.30E-07,4.17E-06,0.03414533,5.53E-06,6.66E-07,1.31E-05,1.78E-05,0.030371441,375.9030399,5164.242452,0.004500914,376.7588075,0.026917442,0.051463999,0.0085357,0.024728152,0.007165863,0.013859603,0.000980946,0.006433,0.001280345,0.010868559,0,0,1.12E-05,9.22E-06,1.87E-05,7.31E-06,1.32E-06,8.31E-09,1.13E-07,2.27E-08,1.13E-07,6.26E-07,1.57E-05,0,2.70E-05,1.33E-05
fwyr,26,0.036164757,0.990954696,0.472935218,0.004570983,0.002109105,0.000525419,0.00018974,0.003016323,0.001420903,0.000219667,1.15E-06,5.94E-09,1.09E-07,1.24E-05,1.00E-11,2.00E-08,3.24E-06,6.54E-06,2.87E-06,9.45E-07,1.41E-06,3.30E-07,4.17E-06,0.03414533,5.53E-06,6.66E-07,1.31E-05,1.78E-05,0.030371441,375.9030399,5164.242452,0.004500914,376.7588075,0.026917442,0.051463999,0.0085357,0.024728152,0.007165863,0.013859603,0.000980946,0.006433,0.001280345,0.010868559,0,0,1.12E-05,9.22E-06,1.87E-05,7.31E-06,1.32E-06,8.31E-09,1.13E-07,2.27E-08,1.13E-07,6.26E-07,1.57E-05,0,2.70E-05,1.33E-05
fwyr,27,0.036164757,0.990954696,0.472935218,0.004570983,0.002109105,0.000525419,0.00018974,0.003016323,0.001420903,0.000219667,1.15E-06,5.94E-09,1.09E-07,1.24E-05,1.00E-11,2.00E-08,3.24E-06,6.54E-06,2.87E-06,9.45E-07,1.41E-06,3.30E-07,4.17E-06,0.03414533,5.53E-06,6.66E-07,1.31E-05,1.78E-05,0.030371441,375.9030399,5164.242452,0.004500914,376.7588075,0.026917442,0.051463999,0.0085357,0.024728152,0.007165863,0.013859603,0.000980946,0.006433,0.001280345,0.010868559,0,0,1.12E-05,9.22E-06,1.87E-05,7.31E-06,1.32E-06,8.31E-09,1.13E-07,2.27E-08,1.13E-07,6.26E-07,1.57E-05,0,2.70E-05,1.33E-05
fwyr,28,0.032494519,0.976225244,0.462947465,0.004109767,0.001757585,0.000479711,0.00016935,0.0026323,0.001245704,0.000191337,1.15E-06,5.94E-09,9.26E-08,1.01E-05,1.39E-11,2.36E-08,2.63E-06,5.37E-06,2.50E-06,8.52E-07,1.62E-06,3.54E-07,3.44E-06,0.030679593,4.49E-06,7.20E-07,1.07E-05,1.45E-05,0.027222868,360.5841757,4952.390971,0.004308849,361.3121338,0.025451485,0.039645951,0.0079232,0.023372907,0.006030221,0.014123234,0.000922736,0.004955745,0.001188475,0.009249669,0,0,9.81E-06,8.07E-06,1.65E-05,6.39E-06,1.15E-06,7.66E-09,1.04E-07,1.97E-08,1.04E-07,5.53E-07,1.38E-05,0,2.37E-05,1.17E-05
fwyr,29,0.032494519,0.976225244,0.462947465,0.004109767,0.001757585,0.000479711,0.00016935,0.0026323,0.001245704,0.000191337,1.15E-06,5.94E-09,9.26E-08,1.01E-05,1.39E-11,2.36E-08,2.63E-06,5.37E-06,2.50E-06,8.52E-07,1.62E-06,3.54E-07,3.44E-06,0.030679593,4.49E-06,7.20E-07,1.07E-05,1.45E-05,0.027222868,360.5841757,4952.390971,0.004308849,361.3121338,0.025451485,0.039645951,0.0079232,0.023372907,0.006030221,0.014123234,0.000922736,0.004955745,0.001188475,0.009249669,0,0,9.81E-06,8.07E-06,1.65E-05,6.39E-06,1.15E-06,7.66E-09,1.04E-07,1.97E-08,1.04E-07,5.53E-07,1.38E-05,0,2.37E-05,1.17E-05
fwyr,30,0.032494519,0.976225244,0.462947465,0.004109767,0.001757585,0.000479711,0.00016935,0.0026323,0.001245704,0.000191337,1.15E-06,5.94E-09,9.26E-08,1.01E-05,1.39E-11,2.36E-08,2.63E-06,5.37E-06,2.50E-06,8.52E-07,1.62E-06,3.54E-07,3.44E-06,0.030679593,4.49E-06,7.20E-07,1.07E-05,1.45E-05,0.027222868,360.5841757,4952.390971,0.004308849,361.3121338,0.025451485,0.039645951,0.0079232,0.023372907,0.006030221,0.014123234,0.000922736,0.004955745,0.001188475,0.009249669,0,0,9.81E-06,8.07E-06,1.65E-05,6.39E-06,1.15E-06,7.66E-09,1.04E-07,1.97E-08,1.04E-07,5.53E-07,1.38E-05,0,2.37E-05,1.17E-05
fwyr,31,0.032494519,0.976225244,0.462947465,0.004109767,0.001757585,0.000479711,0.00016935,0.0026323,0.001245704,0.000191337,1.15E-06,5.94E-09,9.26E-08,1.01E-05,1.39E-11,2.36E-08,2.63E-06,5.37E-06,2.50E-06,8.52E-07,1.62E-06,3.54E-07,3.44E-06,0.030679593,4.49E-06,7.20E-07,1.07E-05,1.45E-05,0.027222868,360.5841757,4952.390971,0.004308849,361.3121338,0.025451485,0.039645951,0.0079232,0.023372907,0.006030221,0.014123234,0.000922736,0.004955745,0.001188475,0.009249669,0,0,9.81E-06,8.07E-06,1.65E-05,6.39E-06,1.15E-06,7.66E-09,1.04E-07,1.97E-08,1.04E-07,5.53E-07,1.38E-05,0,2.37E-05,1.17E-05
fwyr,32,0.032494519,0.976225244,0.462947465,0.004109767,0.001757585,0.000479711,0.00016935,0.0026323,0.001245704,0.000191337,1.15E-06,5.94E-09,9.26E-08,1.01E-05,1.39E-11,2.36E-08,2.63E-06,5.37E-06,2.50E-06,8.52E-07,1.62E-06,3.54E-07,3.44E-06,0.030679593,4.49E-06,7.20E-07,1.07E-05,1.45E-05,0.027222868,360.5841757,4952.390971,0.004308849,361.3121338,0.025451485,0.039645951,0.0079232,0.023372907,0.006030221,0.014123234,0.000922736,0.004955745,0.001188475,0.009249669,0,0,9.81E-06,8.07E-06,1.65E-05,6.39E-06,1.15E-06,7.66E-09,1.04E-07,1.97E-08,1.04E-07,5.53E-07,1.38E-05,0,2.37E-05,1.17E-05
fwyr,33,0.030040645,1.033334291,0.423694129,0.003844616,0.001506502,0.000451776,0.000156146,0.002396293,0.001138228,0.000174149,1.15E-06,5.94E-09,8.86E-08,9.03E-06,1.51E-11,3.18E-08,2.36E-06,4.90E-06,2.49E-06,8.85E-07,2.13E-06,4.40E-07,3.16E-06,0.028343177,4.01E-06,9.02E-07,9.54E-06,1.30E-05,0.025107047,329.8456872,4533.550456,0.003962317,330.4856402,0.02130795,0.030652399,0.00735425,0.019546272,0.005650935,0.010965493,0.000767425,0.003831549,0.00110313,0.008580792,0,0,8.95E-06,7.36E-06,1.52E-05,5.83E-06,1.05E-06,7.27E-09,9.90E-08,1.78E-08,9.90E-08,5.08E-07,1.26E-05,0,2.18E-05,1.07E-05
fwyr,34,0.030040645,1.033334291,0.423694129,0.003844616,0.001506502,0.000451776,0.000156146,0.002396293,0.001138228,0.000174149,1.15E-06,5.94E-09,8.86E-08,9.03E-06,1.51E-11,3.18E-08,2.36E-06,4.90E-06,2.49E-06,8.85E-07,2.13E-06,4.40E-07,3.16E-06,0.028343177,4.01E-06,9.02E-07,9.54E-06,1.30E-05,0.025107047,329.8456872,4533.550456,0.003962317,330.4856402,0.02130795,0.030652399,0.00735425,0.019546272,0.005650935,0.010965493,0.000767425,0.003831549,0.00110313,0.008580792,0,0,8.95E-06,7.36E-06,1.52E-05,5.83E-06,1.05E-06,7.27E-09,9.90E-08,1.78E-08,9.90E-08,5.08E-07,1.26E-05,0,2.18E-05,1.07E-05
fwyr,35,0.030040645,1.033334291,0.423694129,0.003844616,0.001506502,0.000451776,0.000156146,0.002396293,0.001138228,0.000174149,1.15E-06,5.94E-09,8.86E-08,9.03E-06,1.51E-11,3.18E-08,2.36E-06,4.90E-06,2.49E-06,8.85E-07,2.13E-06,4.40E-07,3.16E-06,0.028343177,4.01E-06,9.02E-07,9.54E-06,1.30E-05,0.025107047,329.8456872,4533.550456,0.003962317,330.4856402,0.02130795,0.030652399,0.00735425,0.019546272,0.005650935,0.010965493,0.000767425,0.003831549,0.00110313,0.008580792,0,0,8.95E-06,7.36E-06,1.52E-05,5.83E-06,1.05E-06,7.27E-09,9.90E-08,1.78E-08,9.90E-08,5.08E-07,1.26E-05,0,2.18E-05,1.07E-05
